site,Hydro_Metric,Biol,Threshold,Bio_threshold,Unaltered,Altered
502011,Q99,CSCI,Threshold75,0.63,100,0
502011,Q99,CSCI,Threshold75,0.79,100,0
502011,Q99,CSCI,Threshold75,0.92,8,92
502011,SP_Dur,ASCI,Threshold25,0.75,81.81818182,18.18181818
502011,SP_Dur,ASCI,Threshold25,0.86,72.72727273,27.27272727
502011,SP_Dur,ASCI,Threshold25,0.94,63.63636364,36.36363636
502011,SP_Dur,ASCI,Threshold50,0.75,54.54545455,45.45454545
502011,SP_Dur,ASCI,Threshold50,0.86,27.27272727,72.72727273
502011,SP_Dur,ASCI,Threshold50,0.94,27.27272727,72.72727273
502011,SP_Dur,ASCI,Threshold75,0.75,27.27272727,72.72727273
502011,SP_Dur,ASCI,Threshold75,0.86,18.18181818,81.81818182
502011,SP_Dur,ASCI,Threshold75,0.94,18.18181818,81.81818182
502011,SP_Tim,CSCI,Threshold25,0.63,100,0
502011,SP_Tim,CSCI,Threshold25,0.79,81.81818182,18.18181818
502011,SP_Tim,CSCI,Threshold25,0.92,81.81818182,18.18181818
502011,SP_Tim,CSCI,Threshold50,0.63,90.90909091,9.090909091
502011,SP_Tim,CSCI,Threshold50,0.79,81.81818182,18.18181818
502011,SP_Tim,CSCI,Threshold50,0.92,81.81818182,18.18181818
502011,SP_Tim,CSCI,Threshold75,0.63,81.81818182,18.18181818
502011,SP_Tim,CSCI,Threshold75,0.79,81.81818182,18.18181818
502011,SP_Tim,CSCI,Threshold75,0.92,72.72727273,27.27272727
502020,DS_Dur_WS,ASCI,Threshold25,0.75,100,0
502020,DS_Dur_WS,ASCI,Threshold25,0.86,100,0
502020,DS_Dur_WS,ASCI,Threshold25,0.94,50,50
502020,DS_Dur_WS,ASCI,Threshold50,0.75,100,0
502020,DS_Dur_WS,ASCI,Threshold50,0.86,50,50
502020,DS_Dur_WS,ASCI,Threshold50,0.94,50,50
502020,DS_Dur_WS,ASCI,Threshold75,0.75,50,50
502020,DS_Dur_WS,ASCI,Threshold75,0.86,50,50
502020,DS_Dur_WS,ASCI,Threshold75,0.94,0,100
502020,DS_Dur_WS,CSCI,Threshold25,0.63,100,0
502020,DS_Dur_WS,CSCI,Threshold25,0.79,50,50
502020,DS_Dur_WS,CSCI,Threshold25,0.92,50,50
502020,DS_Dur_WS,CSCI,Threshold50,0.63,100,0
502020,DS_Dur_WS,CSCI,Threshold50,0.79,50,50
502020,DS_Dur_WS,CSCI,Threshold50,0.92,50,50
502020,DS_Dur_WS,CSCI,Threshold75,0.63,100,0
502020,DS_Dur_WS,CSCI,Threshold75,0.79,0,100
502020,DS_Dur_WS,CSCI,Threshold75,0.92,0,100
502020,Q99,ASCI,Threshold25,0.75,100,0
502020,Q99,ASCI,Threshold25,0.86,100,0
502020,Q99,ASCI,Threshold25,0.94,100,0
502020,Q99,ASCI,Threshold50,0.75,100,0
502020,Q99,ASCI,Threshold50,0.86,100,0
502020,Q99,ASCI,Threshold50,0.94,96,4
502020,Q99,ASCI,Threshold75,0.75,100,0
502020,Q99,ASCI,Threshold75,0.86,100,0
502020,Q99,ASCI,Threshold75,0.94,60,40
502020,Q99,CSCI,Threshold25,0.63,100,0
502020,Q99,CSCI,Threshold25,0.79,100,0
502020,Q99,CSCI,Threshold25,0.92,80,20
502020,Q99,CSCI,Threshold50,0.63,100,0
502020,Q99,CSCI,Threshold50,0.79,100,0
502020,Q99,CSCI,Threshold50,0.92,52,48
502020,Q99,CSCI,Threshold75,0.63,100,0
502020,Q99,CSCI,Threshold75,0.79,100,0
502020,Q99,CSCI,Threshold75,0.92,24,76
502020,SP_Dur,ASCI,Threshold25,0.75,66.66666667,33.33333333
502020,SP_Dur,ASCI,Threshold25,0.86,66.66666667,33.33333333
502020,SP_Dur,ASCI,Threshold25,0.94,55.55555556,44.44444444
502020,SP_Dur,ASCI,Threshold50,0.75,44.44444444,55.55555556
502020,SP_Dur,ASCI,Threshold50,0.86,44.44444444,55.55555556
502020,SP_Dur,ASCI,Threshold50,0.94,33.33333333,66.66666667
502020,SP_Dur,ASCI,Threshold75,0.75,33.33333333,66.66666667
502020,SP_Dur,ASCI,Threshold75,0.86,22.22222222,77.77777778
502020,SP_Dur,ASCI,Threshold75,0.94,22.22222222,77.77777778
502020,SP_Tim,CSCI,Threshold25,0.63,100,0
502020,SP_Tim,CSCI,Threshold25,0.79,77.77777778,22.22222222
502020,SP_Tim,CSCI,Threshold25,0.92,77.77777778,22.22222222
502020,SP_Tim,CSCI,Threshold50,0.63,88.88888889,11.11111111
502020,SP_Tim,CSCI,Threshold50,0.79,77.77777778,22.22222222
502020,SP_Tim,CSCI,Threshold50,0.92,77.77777778,22.22222222
502020,SP_Tim,CSCI,Threshold75,0.63,77.77777778,22.22222222
502020,SP_Tim,CSCI,Threshold75,0.79,77.77777778,22.22222222
502020,SP_Tim,CSCI,Threshold75,0.92,77.77777778,22.22222222
502030,DS_Dur_WS,ASCI,Threshold25,0.75,100,0
502030,DS_Dur_WS,ASCI,Threshold25,0.86,100,0
502030,DS_Dur_WS,ASCI,Threshold25,0.94,100,0
502030,DS_Dur_WS,ASCI,Threshold50,0.75,100,0
502030,DS_Dur_WS,ASCI,Threshold50,0.86,100,0
502030,DS_Dur_WS,ASCI,Threshold50,0.94,100,0
502030,DS_Dur_WS,ASCI,Threshold75,0.75,0,100
502030,DS_Dur_WS,ASCI,Threshold75,0.86,0,100
502030,DS_Dur_WS,ASCI,Threshold75,0.94,0,100
502030,DS_Dur_WS,CSCI,Threshold25,0.63,100,0
502030,DS_Dur_WS,CSCI,Threshold25,0.79,100,0
502030,DS_Dur_WS,CSCI,Threshold25,0.92,100,0
502030,DS_Dur_WS,CSCI,Threshold50,0.63,100,0
502030,DS_Dur_WS,CSCI,Threshold50,0.79,0,100
502030,DS_Dur_WS,CSCI,Threshold50,0.92,0,100
502030,DS_Dur_WS,CSCI,Threshold75,0.63,0,100
502030,DS_Dur_WS,CSCI,Threshold75,0.79,0,100
502030,DS_Dur_WS,CSCI,Threshold75,0.92,0,100
502030,Q99,ASCI,Threshold25,0.75,100,0
502030,Q99,ASCI,Threshold25,0.86,100,0
502030,Q99,ASCI,Threshold25,0.94,100,0
502030,Q99,ASCI,Threshold50,0.75,100,0
502030,Q99,ASCI,Threshold50,0.86,100,0
502030,Q99,ASCI,Threshold50,0.94,100,0
502030,Q99,ASCI,Threshold75,0.75,100,0
502030,Q99,ASCI,Threshold75,0.86,100,0
502030,Q99,ASCI,Threshold75,0.94,96,4
502030,Q99,CSCI,Threshold25,0.63,100,0
502030,Q99,CSCI,Threshold25,0.79,100,0
502030,Q99,CSCI,Threshold25,0.92,100,0
502030,Q99,CSCI,Threshold50,0.63,100,0
502030,Q99,CSCI,Threshold50,0.79,100,0
502030,Q99,CSCI,Threshold50,0.92,92,8
502030,Q99,CSCI,Threshold75,0.63,100,0
502030,Q99,CSCI,Threshold75,0.79,100,0
502030,Q99,CSCI,Threshold75,0.92,60,40
502030,SP_Dur,ASCI,Threshold25,0.75,50,50
502030,SP_Dur,ASCI,Threshold25,0.86,50,50
502030,SP_Dur,ASCI,Threshold25,0.94,50,50
502030,SP_Dur,ASCI,Threshold50,0.75,37.5,62.5
502030,SP_Dur,ASCI,Threshold50,0.86,37.5,62.5
502030,SP_Dur,ASCI,Threshold50,0.94,37.5,62.5
502030,SP_Dur,ASCI,Threshold75,0.75,37.5,62.5
502030,SP_Dur,ASCI,Threshold75,0.86,37.5,62.5
502030,SP_Dur,ASCI,Threshold75,0.94,37.5,62.5
502030,SP_Tim,CSCI,Threshold25,0.63,100,0
502030,SP_Tim,CSCI,Threshold25,0.79,87.5,12.5
502030,SP_Tim,CSCI,Threshold25,0.92,87.5,12.5
502030,SP_Tim,CSCI,Threshold50,0.63,100,0
502030,SP_Tim,CSCI,Threshold50,0.79,87.5,12.5
502030,SP_Tim,CSCI,Threshold50,0.92,87.5,12.5
502030,SP_Tim,CSCI,Threshold75,0.63,87.5,12.5
502030,SP_Tim,CSCI,Threshold75,0.79,87.5,12.5
502030,SP_Tim,CSCI,Threshold75,0.92,87.5,12.5
